tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N933LR,Corporation,BOMBARDIER INC,2005-09-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N933UA,Corporation,BOEING,1992-05-27,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N933UW,Corporation,BOEING,2006-02-02,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N9343,Corporation,DOUGLAS,1986-12-22,DC-9-31,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
N9346,Corporation,DOUGLAS,1986-12-22,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1969
N934AT,Corporation,BOEING,2000-05-17,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N934DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-04-05,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N934EV,Corporation,BOMBARDIER INC,2005-09-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N934FJ,Corporation,BOMBARDIER INC,2005-09-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N934FR,Corporation,AIRBUS,2004-09-29,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N934SW,Corporation,BOMBARDIER INC,2003-10-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N934UA,Corporation,BOEING,1992-06-29,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N934UW,Corporation,BOEING,2006-01-31,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N935AE,Corporation,EMBRAER,2005-06-22,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N935AT,Corporation,BOEING,2000-04-12,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N935DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-04-17,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N935EV,Corporation,BOMBARDIER INC,2005-09-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N935FR,Corporation,AIRBUS,2004-10-22,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N935LR,Corporation,BOMBARDIER INC,2005-09-30,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N935SW,Corporation,BOMBARDIER INC,2003-01-03,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N935UA,Corporation,BOEING,1992-06-29,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N935UW,Corporation,BOEING,2007-06-06,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N936AT,Corporation,BOEING,2000-02-23,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N936CA,Corporation,CANADAIR,1994-09-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N936DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-05-30,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N936EV,Corporation,BOMBARDIER INC,2005-09-12,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N936FR,Corporation,AIRBUS,2005-02-08,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N936SW,Corporation,BOMBARDIER INC,2003-01-06,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N936UA,Corporation,BOEING,1992-07-15,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N936UW,Corporation,BOEING,2007-06-05,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N937AT,Corporation,BOEING,2001-07-31,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N937CA,Corporation,CANADAIR,1994-09-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N937DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-06-22,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N937EV,Corporation,BOMBARDIER INC,2005-09-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N937FR,Corporation,AIRBUS,2005-02-18,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N937SW,Corporation,BOMBARDIER INC,2003-01-16,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N937UA,Corporation,BOEING,1993-04-30,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N937UW,Corporation,BOEING,2007-06-07,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N938CA,Corporation,CANADAIR,1994-09-27,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N938DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-06-23,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N938FR,Corporation,AIRBUS,2005-03-01,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N938LR,Corporation,BOMBARDIER INC,2005-09-30,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N938SW,Corporation,BOMBARDIER INC,2005-02-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N938UA,Corporation,BOEING,1992-07-31,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N938UW,Corporation,BOEING,2004-01-07,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N939AE,Corporation,EMBRAER,2005-06-29,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N939DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-06-27,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N939FR,Corporation,AIRBUS,2005-04-25,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N939LR,Corporation,BOMBARDIER INC,2005-07-28,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N939SW,Corporation,BOMBARDIER INC,2005-02-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N939UW,Corporation,BOEING,2003-12-31,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N940AT,Corporation,BOEING,2001-05-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N940CA,Corporation,CANADAIR,1994-10-20,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N940DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-07-18,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N940N,Corporation,MCDONNELL DOUGLAS,1986-12-22,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1973
N940UW,Corporation,BOEING,2003-12-30,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N941CA,Corporation,CANADAIR,1994-11-10,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N941DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-08-07,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N941FR,Corporation,AIRBUS,2005-06-14,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N941LT,Corporation,EMBRAER,2005-07-18,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N941SW,Corporation,BOMBARDIER INC,2005-02-25,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N941UA,Corporation,BOEING,1992-10-07,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N941UW,Corporation,BOEING,2003-12-30,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N942AT,Corporation,BOEING,2001-05-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N942DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-08-15,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N942FR,Corporation,AIRBUS,2005-06-23,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N942LR,Corporation,BOMBARDIER INC,2005-07-29,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N942UA,Corporation,BOEING,1992-10-28,737-522,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N942UW,Corporation,BOEING,2003-12-31,757-2B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N943AT,Corporation,BOEING,2001-05-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N943DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-08-21,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N943FR,Corporation,AIRBUS,2005-07-15,A319-112,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N943N,Corporation,MCDONNELL DOUGLAS,1986-12-22,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1975
N943SW,Corporation,BOMBARDIER INC,2003-02-28,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N944AS,Corporation,MCDONNELL DOUGLAS,2007-05-04,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N944AT,Corporation,BOEING,2001-05-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N944DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-10-10,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N944FR,Corporation,AIRBUS,2006-02-28,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N944SW,Corporation,BOMBARDIER INC,2004-12-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N944UW,Corporation,EMBRAER,2006-12-14,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N945AT,Corporation,BOEING,2001-05-17,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N945DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-09-05,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N945FR,Corporation,AIRBUS,2006-04-21,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N945N,Corporation,MCDONNELL DOUGLAS,1986-12-22,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1975
N945SW,Corporation,BOMBARDIER INC,2004-12-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N946AT,Corporation,BOEING,2001-05-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N946DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1989-10-18,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N946FR,Corporation,AIRBUS,2006-05-05,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N946SW,Corporation,BOMBARDIER INC,2004-12-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N946UW,Corporation,EMBRAER,2007-03-21,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N947AT,Corporation,BOEING,2001-05-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N947DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-01-11,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N947FR,Corporation,AIRBUS,2006-06-22,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N947SW,Corporation,BOMBARDIER INC,2004-12-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N947UW,Corporation,EMBRAER,2007-04-27,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N948AS,Corporation,MCDONNELL DOUGLAS,2007-05-09,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N948AT,Corporation,BOEING,2001-05-16,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N948DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-01-12,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N948FR,Corporation,AIRBUS,2006-07-20,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N948SW,Corporation,BOMBARDIER INC,2004-12-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N948UW,Corporation,EMBRAER,2007-06-29,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N949AT,Corporation,BOEING,2000-04-12,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N949DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-03-20,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N949FR,Corporation,AIRBUS,2006-08-17,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N949UW,Corporation,EMBRAER,2007-09-04,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N950AT,Corporation,BOEING,2000-04-06,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N950DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-03-08,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N950FR,Corporation,AIRBUS,2007-02-13,A319-111,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N950UW,Corporation,EMBRAER,2007-09-20,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N951AT,Corporation,BOEING,2000-10-02,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N951DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-03-13,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N951SW,Corporation,BOMBARDIER INC,2004-12-06,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N951UW,Corporation,EMBRAER,2007-09-27,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N952AT,Corporation,BOEING,2000-09-29,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N952DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-11-15,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N952SW,Corporation,BOMBARDIER INC,2004-12-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N952UW,Corporation,EMBRAER,2007-10-22,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N953AT,Corporation,BOEING,2000-10-25,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N953DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-06-05,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N953SW,Corporation,BOMBARDIER INC,2003-08-14,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N953UW,Corporation,EMBRAER,2007-12-12,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N954AT,Corporation,BOEING,2001-03-29,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N954CA,Corporation,CANADAIR,2007-08-15,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1995
N954DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-06-06,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N954SW,Corporation,BOMBARDIER INC,2003-08-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N954UW,Corporation,EMBRAER,2007-12-18,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N955AT,Corporation,BOEING,2001-03-30,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N955DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-06-06,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N955SW,Corporation,BOMBARDIER INC,2003-09-02,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N955UW,Corporation,EMBRAER,2008-02-26,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N956AT,Corporation,BOEING,2001-03-30,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N956CA,Corporation,CANADAIR,2007-08-21,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N956DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-06-06,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N956LR,Corporation,BOMBARDIER INC,2005-10-25,CL600-2D24,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N956SW,Corporation,BOMBARDIER INC,2003-08-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N956UW,Corporation,EMBRAER,2008-03-14,ERJ 190-100 IGW,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N957AT,Corporation,BOEING,2001-03-14,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N957CA,Corporation,CANADAIR,2007-08-16,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N957DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-06-06,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N957SW,Corporation,BOMBARDIER INC,2003-08-21,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N958AS,Corporation,MCDONNELL DOUGLAS,2007-05-10,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N958AT,Corporation,BOEING,2001-04-02,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N958CA,Corporation,CANADAIR,2007-08-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N958DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-01-31,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N958SW,Corporation,BOMBARDIER INC,2003-08-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N959AT,Corporation,BOEING,2001-05-02,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N959CA,Corporation,CANADAIR,2007-08-16,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N959DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-06-19,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N959SW,Corporation,BOMBARDIER INC,2003-09-17,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N960AS,Corporation,MCDONNELL DOUGLAS,1992-04-16,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N960AT,Corporation,BOEING,2001-06-01,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N960CA,Corporation,CANADAIR,2007-10-17,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N960DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-06-19,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N960SW,Corporation,BOMBARDIER INC,2003-10-10,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N961AS,Corporation,MCDONNELL DOUGLAS,1992-04-16,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N961AT,Corporation,BOEING,2001-06-28,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N961DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-06-19,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N961SW,Corporation,BOMBARDIER INC,2003-10-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N962AS,Corporation,MCDONNELL DOUGLAS,1992-06-11,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N962CA,Corporation,CANADAIR,2007-10-18,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N962DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-12-18,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N962SW,Corporation,BOMBARDIER INC,2003-10-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N963AT,Corporation,BOEING,2001-07-30,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N963CA,Corporation,CANADAIR,2007-10-17,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N963DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-11-28,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N963SW,Corporation,BOMBARDIER INC,2003-11-12,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N964AT,Corporation,BOEING,2001-08-22,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N964CA,Corporation,CANADAIR,2007-08-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N964DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-11-16,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N964SW,Corporation,BOMBARDIER INC,2003-11-14,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N965AT,Corporation,BOEING,2001-09-21,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N965CA,Corporation,CANADAIR,2007-10-26,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N965DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-12-14,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N965SW,Corporation,BOMBARDIER INC,2003-11-20,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N966AT,Corporation,BOEING,2001-10-29,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N966CA,Corporation,CANADAIR,2007-08-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N966DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-12-27,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N967AT,Corporation,BOEING,2001-11-21,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N967CA,Corporation,CANADAIR,2007-10-18,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N967DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1990-12-27,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N967N,Corporation,MCDONNELL DOUGLAS,1986-12-22,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1973
N967SW,Corporation,BOMBARDIER INC,2003-11-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N968AS,Corporation,MCDONNELL DOUGLAS,2007-05-10,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N968AT,Corporation,BOEING,2002-01-02,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N968DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2008-01-11,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N969AS,Corporation,MCDONNELL DOUGLAS,2007-05-03,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N969AT,Corporation,BOEING,2002-01-23,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N969CA,Corporation,CANADAIR,1996-10-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N969DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-12-20,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N969SW,Corporation,BOMBARDIER INC,2004-01-05,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N970AT,Corporation,BOEING,2002-01-24,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N970DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-12-14,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N970EV,Corporation,BOMBARDIER INC,2001-08-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N970SW,Corporation,BOMBARDIER INC,2004-01-05,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N971AT,Corporation,BOEING,2002-01-29,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N971DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,1991-06-27,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N971EV,Corporation,BOMBARDIER INC,2001-08-24,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N971SW,Corporation,BOMBARDIER INC,2005-10-17,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N972AS,Corporation,MCDONNELL DOUGLAS,2000-05-26,DC-9-83(MD-83),Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N972AT,Corporation,BOEING,2002-03-21,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N972CA,Individual,PIPER,2007-05-05,PA-28-180,Valid,Fixed Wing Single-Engine,Reciprocating,1966
N972DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-07-31,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N972EV,Corporation,BOMBARDIER INC,2001-08-27,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N97325,Corporation,BOMBARDIER INC,1999-12-27,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N973CA,Corporation,CANADAIR,1996-11-14,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N973DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-07-26,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N973EV,Corporation,BOMBARDIER INC,2002-01-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N973SW,Corporation,BOMBARDIER INC,2005-10-17,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N974AT,Corporation,BOEING,2002-03-12,717-200,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N974DL,Corporation,MCDONNELL DOUGLAS AIRCRAFT CO,2007-11-30,MD-88,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
